# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_facility_cv1
# Exported by: Demonkush
setting:	replacespawns 0
need_piss	0.000000 0.000000 0.000000	0.000 0.000 0.000
mor_random_ammo	44.437534 2924.057373 -1327.498291	-1.556 1.518 -1.765
mor_random_ammo	334.250946 1390.830566 -1260.167725	0.046 0.000 -0.033
mor_random_ammo	358.905121 1398.835693 -1260.183105	0.048 0.000 -0.038
mor_random_ammo	995.235779 1274.492798 -1260.126953	-0.302 0.110 -0.467
mor_random_ammo	990.861145 1303.952148 -1260.129150	0.065 0.000 0.011
mor_random_ammo	887.589172 1404.888550 -1260.188477	0.049 -0.000 0.039
mor_random_ammo	565.638550 1207.077881 -1223.657715	0.048 0.000 -0.022
mor_random_ammo	752.956360 1148.709229 -1223.662354	0.047 0.000 -0.025
mor_random_ammo	268.319672 1006.041565 -1279.619141	0.190 -0.001 -0.172
mor_random_ammo	-748.794006 1026.973999 -1191.682617	0.047 0.000 -0.035
mor_random_ammo	808.027405 1396.644287 -247.662369	0.047 0.000 -0.025
mor_random_ammo	802.394592 1412.222900 -247.557297	-1.682 -0.035 2.036
mor_random_ammo	789.709106 1234.232178 -255.578781	1.556 0.040 1.881
mor_random_ammo	809.856995 1231.248047 -255.583420	1.570 -0.041 -1.892
mor_random_ammo	826.153625 1230.019531 -255.644547	0.057 -0.000 0.004
mor_random_ammo	-317.575439 -428.794769 -223.664749	0.047 0.000 -0.027
mor_random_ammo	-314.847748 -392.042725 -223.614914	0.282 -0.001 -0.285
mor_random_ammo	-1895.873779 -2517.387451 -255.569992	1.239 -0.031 -1.487
mor_random_ammo	-1897.283447 -2503.717773 -255.620651	0.159 -0.001 -0.135
mor_random_ammo	-1879.439697 -2507.284424 -255.585739	1.493 0.035 1.783
mor_random_ammo	-1859.019653 -2506.258301 -255.590805	1.678 0.033 2.016
mor_random_ammo	853.819519 2175.897949 -1231.525513	-0.706 -0.022 0.857
mor_random_ammo	667.031494 1987.077271 -1279.607910	0.623 0.005 0.703
mor_random_ammo	671.293945 1506.316406 -1279.563721	1.218 0.030 1.470
mor_random_ammo	887.079773 2617.790771 -1279.660034	0.047 -0.000 0.023
mor_random_ammo	1360.689331 2353.378418 -1279.567627	1.349 -0.033 -1.637
mor_random_ammo	1332.467285 2339.648193 -1279.634644	0.077 -0.000 -0.025
mor_random_ammo	2349.072754 4308.329102 -1535.625488	0.121 0.000 0.084
mor_random_ammo	2372.862305 4313.730957 -1535.646729	0.054 0.000 -0.008
mor_random_ammo	3422.106689 1383.233154 -1279.635376	-0.073 -0.000 0.019
mor_random_ammo	3183.977539 1285.299438 -1279.627563	-0.100 -0.000 0.057
mor_random_ammo	3114.672607 1289.904419 -1279.537964	-1.167 -0.029 1.420
mor_random_ammo	2949.832764 475.723541 -1279.636597	0.071 0.000 0.018
mor_random_ammo	2947.251953 528.333313 -1279.651001	0.051 -0.000 0.014
mor_random_ammo	2817.029297 -288.949860 -1279.608276	0.168 0.144 0.233
mor_random_ammo	2814.613281 -234.952637 -1279.628540	0.152 0.124 0.008
mor_random_ammo	2406.252197 1059.850708 -1279.616089	-0.191 -0.001 0.172
mor_random_ammo	3135.226563 1631.287842 -1279.590820	-0.968 -0.012 1.123
mor_random_ammo	3134.486328 1664.289795 -1279.672241	0.047 -0.000 0.031
mor_random_ammo	2088.043213 -2719.813232 -1279.569824	1.435 0.033 1.742
mor_random_ammo	2087.734619 -2637.113037 -1279.651001	0.051 0.000 -0.014
mor_random_ammo	2266.085205 -1654.549438 -1279.655518	0.049 0.000 -0.020
mor_random_ammo	2260.544189 -1712.066040 -1279.553101	1.059 0.027 1.286
mor_random_ammo	2096.118408 -1163.401123 -1279.620605	0.168 0.001 0.144
mor_random_ammo	2261.441895 421.098938 -1279.608887	0.551 0.004 0.615
mor_random_ammo	2085.087158 1933.090332 -1279.582764	-0.102 -0.096 -0.201
